"arXiv ID","论文标题","研究问题","核心思想","方法/技术路线","数据集/仿真场景","评价指标","结果摘要","创新类型","局限性","ISAC子类别","置信度","发表日期","主分类"
"2604.06646","Channel Knowledge Map-Enabled NLoS ISAC Localization","Accurate localization in non-line-of-sight (NLoS) environments remains challenging even with both angle-of-arrival (AoA) and time-of-arrival (ToA) measurements.","In complex urban scenarios, the absence of line-of-sight (LoS) paths and the lack of environment prior knowledge make geometric based localization methods inapplicable, while prior-based approach such as fingerprinting is sensitive to...","This paper proposes a novel environment-aware localization framework enabled by the emerging concept called channel knowledge map (CKM). In the offline stage, AoA-ToA path signatures are learned by the CKM, with each path mapped to one candidate...","non-line-of-sight (NLoS)","Even with imperfect CSI matching, geometric feasibility consistent with CKM scatterer priors provides corrective information and suppresses ambiguity. Simulations demonstrate that the proposed...","Even with imperfect CSI matching, geometric feasibility consistent with CKM scatterer priors provides corrective information and suppresses ambiguity. Simulations demonstrate that the proposed...","融合整合","未来工作可能包括将此方法扩展到更实际的场景。","Localization_and_Tracking","MEDIUM","2026-04-08","eess.SP"
"2604.05991","Ray-Based Simulation of Scattering from Discretized Curved Bodies for Vehicular and ISAC Applications","Realistic modeling of scattering from curved metallic bodies - such as vehicles and roadside structures - is essential for cellular and vehicular channel modeling as well as radar applications. A...","Realistic modeling of scattering from curved metallic bodies - such as vehicles and roadside structures - is essential for cellular and vehicular channel modeling as well as radar applications. A practical approach is to approximate curved...","This work investigates ray-tracing-based modeling of near-field scattering from curved bodies, both in the backscattering and in the forward (shadow) region; in the ray-tracing tool, diffraction is modeled according to the Uniform Theory of...","Realistic modeling of scattering from curved metallic bodies - such as vehicles and roadside structures - is essential for cellular and vehicular...","The results demonstrate that no universal discretization strategy exists: fine meshes are beneficial for accurate backscattering prediction, while coarser discretizations can provide more...","The results demonstrate that no universal discretization strategy exists: fine meshes are beneficial for accurate backscattering prediction, while coarser discretizations can provide more...","扩展延伸","未来工作可能包括将此方法扩展到更实际的场景。","Channel_Estimation_and_CSI","MEDIUM","2026-04-07","eess.SP"
"2606.12078","Deep Reinforcement Learning for Adaptive Power Allocation in ISAC Systems with Mobile Target","In this paper, we study the power allocation for an integrated sensing and communication (ISAC) system which tracks a mobile target.","In this paper, we study the power allocation for an integrated sensing and communication (ISAC) system which tracks a mobile target. We first model the problem as a Markov decision process, and then tackle it with a soft actor-critic (SAC) based...","We first model the problem as a Markov decision process, and then tackle it with a soft actor-critic (SAC) based deep reinforcement learning (DRL) approach. We also combine a Dirichlet policy, which naturally produces normalized continuous...","the power allocation for an integrated sensing and communication (ISAC)","To exploit different features of sensing and communication operations, we carefully design a reward function such that the system can dynamically control power allocation to conserve resources....","To exploit different features of sensing and communication operations, we carefully design a reward function such that the system can dynamically control power allocation to conserve resources....","融合整合","未来工作可能包括将此方法扩展到更实际的场景。","Resource_Allocation","MEDIUM","2026-06-10","eess.SP"
"2606.02077","Integrated Sensing and Covert Communication In Low-Altitude Networks: A Smart Radio Environment Perspective","Integrated sensing and communication (ISAC), a key technology of 6G, efficiently supports both sensing and communication tasks through hardware integration, thereby promising significant gains for...","Nevertheless, the complexity and dynamics of urban environments pose critical challenges. Drawing on the latest advances in smart radio environment (SRE) technologies, this paper introduces them into integrated sensing and covert communication...","Nevertheless, the complexity and dynamics of urban environments pose critical challenges. Drawing on the latest advances in smart radio environment (SRE) technologies, this paper introduces them into integrated sensing and covert communication...","and counteract sensing precision","To maximize covert throughput, a reinforcement learning-based case study is conducted by jointly optimizing flight trajectory, jamming power, movable antenna position, bandwidth allocation, and...","To maximize covert throughput, a reinforcement learning-based case study is conducted by jointly optimizing flight trajectory, jamming power, movable antenna position, bandwidth allocation, and...","融合整合","未来工作可能包括将此方法扩展到更实际的场景。","Security_and_Privacy","MEDIUM","2026-06-01","eess.SP"
"2605.22490","UAV-based Energy-Efficient Data Collection in Smart Grids with ISAC QoS Guarantees","Dynamic line rating (DLR) is a methodology that requires timely monitoring data to determine the real-time ampacity of power lines. However, DLR monitoring devices (MD) are vulnerable to...","Although unmanned aerial vehicles (UAV) can enable resilient data collection from MD, their limited onboard energy challenges timely monitoring over extended transmission corridors with flight hazards. This paper proposes a cooperative UAV-based...","Although unmanned aerial vehicles (UAV) can enable resilient data collection from MD, their limited onboard energy challenges timely monitoring over extended transmission corridors with flight hazards. This paper proposes a cooperative UAV-based...","Dynamic line rating (DLR) is a methodology that requires timely monitoring data to determine the real-time ampacity of power lines. However, DLR...","To solve it, a hybrid algorithm combining deep reinforcement learning (DRL) and semidefinite relaxation (SDR) is proposed, where DRL optimizes the trajectory and collection scheduling, while SDR...","To solve it, a hybrid algorithm combining deep reinforcement learning (DRL) and semidefinite relaxation (SDR) is proposed, where DRL optimizes the trajectory and collection scheduling, while SDR...","融合整合","未来工作可能包括将此方法扩展到更实际的场景。","Resource_Allocation","MEDIUM","2026-05-21","eess.SP"
"2605.04919","Phase-Time Array Enabled Multistatic Sensing with Multi-Level Fusion for UAV Localization","Multistatic collaborative sensing eliminates self-interference, achieves spatial diversity gains, and enables wide-range seamless integrated sensing and communication (ISAC). However, conventional...","The rainbow beamforming maps spatial directions to orthogonal frequency division multiplexing (OFDM) subcarriers, achieving wide-angle coverage with a single radio frequency (RF) chain. We develop two parameter-level schemes-a geometry-aware...","We propose a multistatic sensing framework enabled by a phase-time array (PTA). The rainbow beamforming maps spatial directions to orthogonal frequency division multiplexing (OFDM) subcarriers, achieving wide-angle coverage with a single radio...","adverse geometric","Additionally, an end-to-end signal-level convolutional neural network (SF-CNN) directly estimates target coordinates from raw signals, avoiding cascaded estimation errors. The results demonstrate...","Conversely, the signal-level scheme achieves sub-meter precision but requires an increased computational load. Consequently, the proposed framework establishes a scalable solution for...","理论贡献","未来工作可能包括将此方法扩展到更实际的场景。","Standardization_and_Architecture","MEDIUM","2026-05-06","eess.SP"
"2604.26330","Optimizing Tracking Accuracy in Energy-Constrained Multimodal ISAC via Lyapunov-Driven Heterogeneous Mixture-of-Experts","The integration of multimodal sensing and millimeter-wave (mmWave) communications is a key enabler for highly mobile vehicle-to-infrastructure (V2I) networks. However, continuous high-resolution...","This paper establishes a physics-aware multimodal integrated sensing and communication (M-ISAC) framework that mathematically bridges network-layer queuing delays with physical-layer spatial uncertainty via the semantic age of information (AoI)....","This paper establishes a physics-aware multimodal integrated sensing and communication (M-ISAC) framework that mathematically bridges network-layer queuing delays with physical-layer spatial uncertainty via the semantic age of information (AoI)....","The integration of multimodal sensing and millimeter-wave (mmWave) communications is a key enabler for highly mobile vehicle-to-infrastructure...","By strictly decoupling temporal scheduling and spatial phase mapping into specialized subnetworks, the LD-H-MoE circumvents gradient conflicts prevalent in monolithic multi-task learning....","By strictly decoupling temporal scheduling and spatial phase mapping into specialized subnetworks, the LD-H-MoE circumvents gradient conflicts prevalent in monolithic multi-task learning....","理论贡献","未来工作可能包括将此方法扩展到更实际的场景。","Localization_and_Tracking","MEDIUM","2026-04-29","eess.SP"
"2604.22533","Gamma-Distributed Geometric Constellation for ISAC: Design and Analysis","A novel Gamma-distributed geometric constellation design framework for integrated sensing and communication (ISAC) is proposed in this paper. In this framework, constellation points are modeled as...","A novel Gamma-distributed geometric constellation design framework for integrated sensing and communication (ISAC) is proposed in this paper. In this framework, constellation points are modeled as samples drawn from a parameterized...","In this framework, constellation points are modeled as samples drawn from a parameterized two-dimensional distribution, with a Gamma distribution for the amplitude and a uniform distribution for the phase. End-task performance metrics, namely,...","A novel Gamma-distributed geometric constellation design framework for integrated sensing and communication (ISAC) is proposed in this paper. In...","In this framework, constellation points are modeled as samples drawn from a parameterized two-dimensional distribution, with a Gamma distribution for the amplitude and a uniform distribution for...","The proposed method is compared with constellations obtained via end-to-end neural network design, demonstrating competitive performance while requiring significantly fewer parameters and no...","理论贡献","未来工作可能包括将此方法扩展到更实际的场景。","Standardization_and_Architecture","MEDIUM","2026-04-24","cs.IT"
"2604.09981","Distributed Optimization-Learning with Graph Transformers for Terahertz Cell-Free Integrated Sensing and Communication Systems","In this paper, we propose a distributed optimization-learning framework for terahertz (THz) cell-free integrated sensing and communication (CF-ISAC) systems, termed Distributed...","In this paper, we propose a distributed optimization-learning framework for terahertz (THz) cell-free integrated sensing and communication (CF-ISAC) systems, termed Distributed Optimization-Learning with Graph Transformers (DOLG). We first...","We also develop an optimization based benchmark utilizing a tractable relaxed reformulation. Building upon this optimization structure, we redesign a graph transformer network (GTN) as an optimization-aware representation module that encodes...","In this paper, we propose a distributed optimization-learning framework for terahertz (THz) cell-free integrated sensing and communication...","The proposed DOLG framework amortizes the iterative optimization procedure into a scalable GTN-conditioned distributed multi-agent reinforcement learning policy through centralized training and...","The proposed DOLG framework amortizes the iterative optimization procedure into a scalable GTN-conditioned distributed multi-agent reinforcement learning policy through centralized training and...","融合整合","未来工作可能包括将此方法扩展到更实际的场景。","Machine_Learning_for_ISAC","MEDIUM","2026-04-11","eess.SP"
"2604.08306","Temporal Graph Neural Network for ISAC Target Detection and Tracking","Integrated sensing and communication (ISAC) is a key enabler of 6G, supporting environment-aware services.","A fundamental sensing task in this setting is reliable multi-target detection and tracking. This paper proposes a temporal graph neural network (TGNN)-based tracking method that exploits delay and Doppler information from the wireless channel....","This paper proposes a temporal graph neural network (TGNN)-based tracking method that exploits delay and Doppler information from the wireless channel. The delay-Doppler map is modeled as a sequence of graphs, and tracking is formulated as a...","Integrated sensing and communication (ISAC) is a key enabler of 6G, supporting environment-aware services. A fundamental sensing task in this...","Using ray-tracing-based channel outputs as ground truth, the method is evaluated across multiple scenes with varying target positions, velocities, and trajectories and is compared with a Kalman...","Using ray-tracing-based channel outputs as ground truth, the method is evaluated across multiple scenes with varying target positions, velocities, and trajectories and is compared with a Kalman...","融合整合","未来工作可能包括将此方法扩展到更实际的场景。","Localization_and_Tracking","MEDIUM","2026-04-09","eess.SP"
"2604.06697","Heterogeneous Mixture-of-Experts for Energy-Efficient Multimodal ISAC in Highly Mobile Networks","The integration of multimodal sensing and millimeter-wave (mmWave) communications is a key enabler for highly mobile vehicle-to-infrastructure (V2I) networks. However, continuous high-resolution...","However, continuous high-resolution visual sensing incurs prohibitive computational energy, while delayed sensing information worsens beam misalignment. In this paper, we establish a physics-aware multimodel integrated sensing and communication...","In this paper, we establish a physics-aware multimodel integrated sensing and communication (M-ISAC) framework that quantifies the mathematical trade-off between sensing energy and communication reliability using the semantic age of information...","The integration of multimodal sensing and millimeter-wave (mmWave) communications is a key enabler for highly mobile vehicle-to-infrastructure...","By strictly decoupling the temporal scheduling and spatial phase mapping, the RL-H-MoE avoids prevalent gradient conflicts in multi-task learning. Extensive simulations demonstrate that the...","By strictly decoupling the temporal scheduling and spatial phase mapping, the RL-H-MoE avoids prevalent gradient conflicts in multi-task learning. Extensive simulations demonstrate that the...","融合整合","未来工作可能包括将此方法扩展到更实际的场景。","Standardization_and_Architecture","MEDIUM","2026-04-08","eess.SP"
"2604.02370","A Survey on AI for 6G: Challenges and Opportunities","As wireless communication evolves, each generation of networks brings new technologies that change how we connect and interact.","As wireless communication evolves, each generation of networks brings new technologies that change how we connect and interact. Artificial Intelligence (AI) is becoming crucial in shaping the future of sixth-generation (6G) networks.","This paper provides a detailed overview of the role of AI in supporting 6G networks. It focuses on key technologies like deep learning, reinforcement learning, federated learning, and explainable AI. It also looks at how AI integrates with...","As wireless communication evolves, each generation of networks brings new technologies that change how we connect and interact. Artificial...","Artificial Intelligence (AI) is becoming crucial in shaping the future of sixth-generation (6G) networks. By combining AI and Machine Learning (ML), 6G aims to offer high data rates, low latency,...","It addresses concerns about standardization, ethics, and sustainability. By summarizing recent research trends and identifying future directions, this survey offers a valuable reference for...","融合整合","未来工作可能包括将此方法扩展到更实际的场景。","Machine_Learning_for_ISAC","MEDIUM","2026-03-30","cs.NI"
"2603.13112","AirGuard: UAV and Bird Recognition Scheme for Integrated Sensing and Communications System","In this paper, we propose an unmanned aerial vehicle (UAV) and bird recognition scheme with signal processing and deep learning for integrated sensing and communications (ISAC) system.","In this paper, we propose an unmanned aerial vehicle (UAV) and bird recognition scheme with signal processing and deep learning for integrated sensing and communications (ISAC) system. We first provide the basic scene of low-altitude targets...","Next, we extract the centralized micro-Doppler (cmD) spectrum and the high resolution range profile (HRRP) of the low-altitude target from the echo signals. Then we design a dual feature fusion enabled low-altitude target recognition network with...","In this paper, we propose an unmanned aerial vehicle (UAV) and bird recognition scheme with signal processing and deep learning for integrated...","Meanwhile, we generate 237600 cmD and HRRP image samples to train, validate, and evaluate the designed low-altitude target recognition network. The proposed scheme is termed as AirGuard, whose...","Meanwhile, we generate 237600 cmD and HRRP image samples to train, validate, and evaluate the designed low-altitude target recognition network. The proposed scheme is termed as AirGuard, whose...","融合整合","未来工作可能包括将此方法扩展到更实际的场景。","Machine_Learning_for_ISAC","MEDIUM","2026-03-13","eess.SP"
"2602.15458","A Universal Neural Receiver that Learns at the Speed of Wireless","Today we design wireless networks using mathematical models that govern communication in different propagation environments.","Today we design wireless networks using mathematical models that govern communication in different propagation environments. We rely on measurement campaigns to deliver parametrized propagation models, and on the 3GPP standards process to...","Today we design wireless networks using mathematical models that govern communication in different propagation environments. We rely on measurement campaigns to deliver parametrized propagation models, and on the 3GPP standards process to...","different propagation","We rely on measurement campaigns to deliver parametrized propagation models, and on the 3GPP standards process to optimize model-based performance, but as wireless networks become more complex...","By developing a universal receiver, we hope to simplify discussions about the proper choice of waveform for different use cases in the international standards. Since the receiver architecture is...","融合整合","未来工作可能包括将此方法扩展到更实际的场景。","Standardization_and_Architecture","MEDIUM","2026-02-17","cs.IT"
"2601.20658","Integrated Sensing and Communication for Segmented Waveguide-Enabled Pinching Antenna Systems","In this paper, an integrated sensing and communication (ISAC) design for segmented waveguide-enabled pinching-antenna array (SWAN) systems is proposed to improve the performance of systems by...","In this paper, an integrated sensing and communication (ISAC) design for segmented waveguide-enabled pinching-antenna array (SWAN) systems is proposed to improve the performance of systems by leveraging the low in-waveguide propagation loss of...","The hybrid segment selection and multiplexing (HSSM) protocol is implemented to provide favorable performance with less hardware cost. To achieve this, a joint transmit beamforming optimization, segment selection, and pinching antenna positioning...","(SWAN) systems is proposed to improve the performance of systems by leveraging the low in-waveguide propagation loss of segmented waveguides","To solve the maximization problem, we propose a segment hysteresis based reinforcement learning (SHRL) algorithm to learn segment selection and pinching antenna positions in different progress to...","To solve the maximization problem, we propose a segment hysteresis based reinforcement learning (SHRL) algorithm to learn segment selection and pinching antenna positions in different progress to...","融合整合","未来工作可能包括将此方法扩展到更实际的场景。","Beamforming_and_Precoding","MEDIUM","2026-01-28","eess.SP"
"2601.20654","RL based Beamforming Optimization for 3D Pinching Antenna assisted ISAC Systems","In this paper, a three-dimensional (3D) deployment scheme of pinching antenna array is proposed, aiming to enhances the performance of integrated sensing and communication (ISAC) systems.","In this paper, a three-dimensional (3D) deployment scheme of pinching antenna array is proposed, aiming to enhances the performance of integrated sensing and communication (ISAC) systems. To fully realize the potential of 3D deployment, a joint...","To fully realize the potential of 3D deployment, a joint antenna positioning, time allocation and transmit power optimization problem is formulated to maximize the sum communication rate with the constraints of target sensing rates and system...","this paper, a three-dimensional (3D)","To fully realize the potential of 3D deployment, a joint antenna positioning, time allocation and transmit power optimization problem is formulated to maximize the sum communication rate with the...","To solve the sum rate maximization problem, we propose a heterogeneous graph neural network based reinforcement learning (HGRL) algorithm. Simulation results prove that 3D deployment of pinching...","融合整合","未来工作可能包括将此方法扩展到更实际的场景。","Machine_Learning_for_ISAC","MEDIUM","2026-01-28","eess.SP"
"2601.15145","Weather Estimation for Integrated Sensing and Communication","One of the key features of sixth-generation (6G) mobile communications will be integrated sensing and communication (ISAC).","One of the key features of sixth-generation (6G) mobile communications will be integrated sensing and communication (ISAC). While the main goal of ISAC in standardization efforts is to detect objects, the byproducts of radar operations can be...","To this end, we propose reusing the dense deployment of 6G base stations for weather sensing purposes by detecting and estimating weather conditions. We implement both a classifier and a regressor as a convolutional neural network trained across...","close vicinity. To this end, we propose reusing the dense","We implement our approach in an ISAC proof-of-concept and conduct a multi-week experiment campaign. Experimental results show that we are able to jointly and accurately classify weather conditions...","We implement our approach in an ISAC proof-of-concept and conduct a multi-week experiment campaign. Experimental results show that we are able to jointly and accurately classify weather conditions...","融合整合","未来工作可能包括将此方法扩展到更实际的场景。","Standardization_and_Architecture","MEDIUM","2026-01-21","eess.SP"
"2601.12980","Path to Diversity: A Primer on ISAC-izing Commodity Wi-Fi for Practical Deployments","Integrated Sensing and Communication (ISAC) has emerged as a key paradigm in next-generation wireless networks.","Integrated Sensing and Communication (ISAC) has emerged as a key paradigm in next-generation wireless networks. While the ubiquity and low cost of commodity Wi-Fi make it an ideal platform for wide-scale sensing, it is the continuous evolution of...","However, prevailing literature predominantly adopts a top-down perspective, emphasizing upper-layer applications or deep learning models while treating the physical layer as an opaque abstraction. Consequently, these works often fail to touch the...","bands, wider","Collectively, these orthogonal dimensions resolve fundamental ambiguities in time, range, and space, bridging physical capabilities with challenging sensing diversities. By synthesizing these...","Collectively, these orthogonal dimensions resolve fundamental ambiguities in time, range, and space, bridging physical capabilities with challenging sensing diversities. By synthesizing these...","理论贡献","未来工作可能包括将此方法扩展到更实际的场景。","Standardization_and_Architecture","MEDIUM","2026-01-19","cs.NI"
"2601.10733","Millimeter-Wave Gesture Recognition in ISAC: Does Reducing Sensing Airtime Hamper Accuracy?","Most Integrated Sensing and Communications (ISAC) systems require dividing airtime across their two modes.","Most Integrated Sensing and Communications (ISAC) systems require dividing airtime across their two modes. However, the specific impact of this decision on sensing performance remains unclear and underexplored.","In this paper, we therefore investigate the impact on a gesture recognition system using a Millimeter-Wave (mmWave) ISAC system. With our dataset of power per beam pair gathered with two mmWave devices performing constant beam sweeps while test...","Most Integrated Sensing and Communications (ISAC) systems require dividing airtime across their two modes. However, the specific impact of this...","We then subsample these measurements, emulating reduced sensing airtime, showing that a sensing airtime of 25 % only reduces classification accuracy by 0.15 percentage points from full-time...","We then subsample these measurements, emulating reduced sensing airtime, showing that a sensing airtime of 25 % only reduces classification accuracy by 0.15 percentage points from full-time...","融合整合","未来工作可能包括将此方法扩展到更实际的场景。","Machine_Learning_for_ISAC","MEDIUM","2026-01-06","eess.SP"
"2601.01152","Towards a Theoretical Framework for Robust Node Deployment in Cooperative ISAC Networks","This paper investigates node deployment strategies for robust multi-node cooperative localization in integrated sensing and communication (ISAC) networks.We first analyze how steering vector...","This paper investigates node deployment strategies for robust multi-node cooperative localization in integrated sensing and communication (ISAC) networks.We first analyze how steering vector correlation across different positions affects...","Building upon this insight, we propose a deployment optimization framework that minimizes the maximum weighted steering vector correlation by optimizing simultaneously node positions and array orientations, thereby enhancing worst-case network...","This paper investigates node deployment strategies for robust multi-node cooperative localization in integrated sensing and communication (ISAC)...","Then, a genetic algorithm (GA) is developed to solve this min-max optimization, yielding optimized node positions and array orientations. Extensive simulations using both multiple signal...","Then, a genetic algorithm (GA) is developed to solve this min-max optimization, yielding optimized node positions and array orientations. Extensive simulations using both multiple signal...","全新方法","未来工作可能包括将此方法扩展到更实际的场景。","Standardization_and_Architecture","MEDIUM","2026-01-03","eess.SP"
"2601.02398","AI-Native Integrated Sensing and Communications for Self-Organizing Wireless Networks: Architectures, Learning Paradigms, and System-Level Design","Integrated Sensing and Communications (ISAC) is emerging as a foundational paradigm for next-generation wireless networks, enabling communication infrastructures to simultaneously support data...","Integrated Sensing and Communications (ISAC) is emerging as a foundational paradigm for next-generation wireless networks, enabling communication infrastructures to simultaneously support data transmission and environment sensing. By tightly...","Artificial intelligence (AI), particularly learning-driven and data-centric methods, has become a key enabler for realizing this vision. This survey provides a comprehensive and system-level review of AI-native ISAC-enabled self-organizing...","Integrated Sensing and Communications (ISAC) is emerging as a foundational paradigm for next-generation wireless networks, enabling communication...","We further examine emerging learning paradigms, including deep reinforcement learning, graph-based learning, multi-agent coordination, and federated intelligence that enable autonomous adaptation...","Practical considerations such as sensing-communication trade-offs, scalability, latency, reliability, and security are discussed alongside representative evaluation methodologies and performance...","融合整合","未来工作可能包括将此方法扩展到更实际的场景。","Standardization_and_Architecture","MEDIUM","2025-12-29","cs.NI"
"2512.20722","Learning-Enabled Elastic Network Topology for Distributed ISAC Service Provisioning","Conventional mobile networks, including both localized cell-centric and cooperative cell-free networks (CCN/CFN), are built upon rigid network topologies. However, neither architecture is adequate...","Conventional mobile networks, including both localized cell-centric and cooperative cell-free networks (CCN/CFN), are built upon rigid network topologies. However, neither architecture is adequate to flexibly support distributed integrated...","This topology elastically orchestrates localized CCN and federated CFN boundaries to balance signaling overhead and distributed resource utilization, thereby enabling efficient ISAC service provisioning. A two-phase operation protocol is then...","Conventional mobile networks, including both localized cell-centric and cooperative cell-free networks (CCN/CFN), are built upon rigid network...","However, this problem is challenging due to its distributed optimization nature and the absence of complete channel state information. To address this problem efficiently, we propose a multi-agent...","However, this problem is challenging due to its distributed optimization nature and the absence of complete channel state information. To address this problem efficiently, we propose a multi-agent...","理论贡献","未来工作可能包括将此方法扩展到更实际的场景。","Standardization_and_Architecture","MEDIUM","2025-12-23","eess.SP"
"2512.20154","Target Classification for Integrated Sensing and Communication in Industrial Deployments","Integrated Sensing and Communication (ISAC) systems enable cellular networks to jointly operate as communication technology and sense the environment.","While opportunities and potential performance have been largely investigated in simulations, few experimental works have showcased Automatic Target Recognition (ATR) effectiveness in a real-world deployment based on cellular radio units. To...","To bridge this gap, this paper presents an initial study investigating the feasibility of ATR for ISAC. Our ATR solution uses a Deep Learning (DL)-based detector to infer the target class directly from the radar images generated by the ISAC system.","simulations, few experimental works have showcased Automatic Target Recognition (ATR) effectiveness in a real-world","The DL detector is evaluated with experimental data from a ISAC testbed based on commercially available mmWave radio units in the ARENA 2036 industrial research campus located in Stuttgart,...","The DL detector is evaluated with experimental data from a ISAC testbed based on commercially available mmWave radio units in the ARENA 2036 industrial research campus located in Stuttgart,...","融合整合","未来工作可能包括将此方法扩展到更实际的场景。","Standardization_and_Architecture","MEDIUM","2025-12-23","eess.SP"
"2512.04293","Learning Beamforming for Pinching Antenna System-Enabled ISAC in Low-Altitude Wireless Networks","This work investigates the joint learning of pinching antenna (PA) positions and transmit beamforming for PA-aided integrated sensing and communication (ISAC) in the low-altitude wireless networks.","This work investigates the joint learning of pinching antenna (PA) positions and transmit beamforming for PA-aided integrated sensing and communication (ISAC) in the low-altitude wireless networks. By freely deploying antenna positions along...","We first model the problem of maximizing the sensing performance of multiple targets while satisfying the communication performance requirements of multiple users, where both the targets and users are UAVs. For mitigating in-waveguide attenuation...","This work investigates the joint learning of pinching antenna (PA) positions and transmit beamforming for PA-aided integrated sensing and...","A graph neural network (GNN), termed SWISAC-GNN, is then proposed to jointly learn PA positions and transmit beamforming, with its alternative update procedure inspired by the SWISAC-AO algorithm....","A graph neural network (GNN), termed SWISAC-GNN, is then proposed to jointly learn PA positions and transmit beamforming, with its alternative update procedure inspired by the SWISAC-AO algorithm....","融合整合","未来工作可能包括将此方法扩展到更实际的场景。","Beamforming_and_Precoding","MEDIUM","2025-12-03","eess.SP"
"2511.22473","Learning to Count Targets from Dual-Window: A CNN Approach for OFDM ISAC","Integrated Sensing and Communication (ISAC) with Orthogonal Frequency Division Multiplexing (OFDM) waveforms is a key enabler for next-generation wireless systems.","While windowing is routinely applied to shape this trade-off, the choice is typically static. This paper proposes a new CNN method that uses two windowed range-Doppler periodograms and learns to fuse complementary views: one window optimized for...","One significant factor is the classical resolution-sidelobe attenuation trade-off, which limits performance when targets are weak or closely spaced. While windowing is routinely applied to shape this trade-off, the choice is typically static.","Integrated Sensing and Communication (ISAC) with Orthogonal Frequency Division Multiplexing (OFDM) waveforms is a key enabler for next-generation...","The design explicitly targets the resolution-sidelobe attenuation trade-off by exposing the model to complementary windowed maps and letting it learn when each is most informative. Numerical...","The design explicitly targets the resolution-sidelobe attenuation trade-off by exposing the model to complementary windowed maps and letting it learn when each is most informative. Numerical...","融合整合","未来工作可能包括将此方法扩展到更实际的场景。","Machine_Learning_for_ISAC","MEDIUM","2025-11-27","eess.SP"
"2511.19044","Diffusion Model-Enhanced Environment Reconstruction in ISAC","Recently, environment reconstruction (ER) in integrated sensing and communication (ISAC) systems has emerged as a promising approach for achieving high-resolution environmental perception....","Recently, environment reconstruction (ER) in integrated sensing and communication (ISAC) systems has emerged as a promising approach for achieving high-resolution environmental perception. However, the initial results obtained from ISAC systems...","To address this problem, we propose a noise-sparsity-aware diffusion model (NSADM) post-processing framework. Leveraging the powerful data recovery capabilities of diffusion models, the proposed scheme exploits spatial features and the additive...","integrated sensing and communication (ISAC) systems has emerged as a promising approach for achieving high-resolution","Leveraging the powerful data recovery capabilities of diffusion models, the proposed scheme exploits spatial features and the additive nature of noise to enhance point cloud density and denoise...","Leveraging the powerful data recovery capabilities of diffusion models, the proposed scheme exploits spatial features and the additive nature of noise to enhance point cloud density and denoise...","融合整合","未来工作可能包括将此方法扩展到更实际的场景。","Machine_Learning_for_ISAC","HIGH","2025-11-24","cs.NI"
"2511.09992","ASSENT: Learning-Based Association Optimization for Distributed Cell-Free ISAC","Despite progress, ISAC still lacks scalable methods for joint AP clustering and user/target scheduling in distributed deployments under fronthaul limits. Moreover, existing ISAC solutions largely...","Integrated Sensing and Communication (ISAC) is a key emerging 6G technology. Despite progress, ISAC still lacks scalable methods for joint AP clustering and user/target scheduling in distributed deployments under fronthaul limits.","This paper addresses joint access point (AP) clustering, user and target scheduling, and AP mode selection in distributed cell-free ISAC systems operating with constrained fronthaul capacity. We formulate the problem as a mixed-integer linear...","Integrated Sensing and Communication (ISAC) is a key emerging 6G technology. Despite progress, ISAC still lacks scalable methods for joint AP...","Simulations show that ASSENT achieves near-optimal utility while accurately learning the underlying associations. Additionally, its single forward pass inference reduces decision latency compared...","Additionally, its single forward pass inference reduces decision latency compared to optimization-based methods. An open-source Python/PyTorch implementation with full datasets is provided to...","融合整合","未来工作可能包括将此方法扩展到更实际的场景。","Standardization_and_Architecture","MEDIUM","2025-11-13","eess.SP"
"2511.06971","MARBLE-Net: Learning to Localize in Multipath Environment with Adaptive Rainbow Beams","Integrated sensing and communication (ISAC) systems demand precise and efficient target localization, a task challenged by rich multipath propagation in complex wireless environments. This paper...","Integrated sensing and communication (ISAC) systems demand precise and efficient target localization, a task challenged by rich multipath propagation in complex wireless environments. This paper introduces MARBLE-Net (Multipath-Aware Rainbow Beam...","By treating the phase-shifter (PS) and true-time-delay (TTD) parameters as learnable weights, the system adaptively refines its sensing beam to exploit environment-specific multipath characteristics. A structured multi-stage training strategy is...","complex wireless","A structured multi-stage training strategy is proposed to ensure stable convergence and effective end-to-end optimization. Simulation results show that MARBLE-Net outperforms both a fixed-beam...","A structured multi-stage training strategy is proposed to ensure stable convergence and effective end-to-end optimization. Simulation results show that MARBLE-Net outperforms both a fixed-beam...","融合整合","未来工作可能包括将此方法扩展到更实际的场景。","Localization_and_Tracking","HIGH","2025-11-10","eess.SP"
